Noise Level,A fit,k fit,Reduced Chi-Squared
y_noise_1,0.966593061211841,4.058610200642934,40.21665999137663
y_noise_2,3.69194711349449,0.8122657926574681,4.379114932357186
y_noise_3,5.524084698559394,0.6552521897479004,10.85813034545431
y_noise_4,2.8379044817171737,0.7103955630473382,16.425439987715922
y_noise_5,16.028057225252837,2.0977498719072076,584.6271549152243
